编号,武将名,皮肤名,语音台词
205602,张昭张纮,共施经略,spell133_1 请恕老臣直言！ | spell133_2 为臣者，当冒死以谏！ | spell134_1 今当稳固内政，以御外患！ | spell134_2 固国安邦，须当如是！ | charDead_55 竭力尽智，死而无憾。 | spell133_1 请恕老臣直言！ | spell133_2 为臣者，当冒死以谏！ | spell134_1 今当稳固内政，以御外患！ | spell134_2 固国安邦，须当如是！ | charDead_55 竭力尽智，死而无憾。
205603,张昭张纮,熬心辅政,spell133_1 请恕老臣直言！ | spell133_2 为臣者，当冒死以谏！ | spell134_1 今当稳固内政，以御外患！ | spell134_2 固国安邦，须当如是！ | charDead_55 竭力尽智，死而无憾。 | spell133_1 请恕老臣直言！ | spell133_2 为臣者，当冒死以谏！ | spell134_1 今当稳固内政，以御外患！ | spell134_2 固国安邦，须当如是！ | charDead_55 竭力尽智，死而无憾。
205701,左慈,亦幻亦真,spell135_1 万物苍生，幻化由心。 | spell135_2 哼！肉眼凡胎，岂能窥视仙人变幻。 | spell136_1 幻幻无穷，生生不息。 | spell136_2 吐故纳新，师法天地。 | charDead_56 腾云跨风，飞升，太虚。 | spell135_1 万物苍生，幻化由心。 | spell135_2 哼！肉眼凡胎，岂能窥视仙人变幻。 | spell136_1 幻幻无穷，生生不息。 | spell136_2 吐故纳新，师法天地。 | charDead_56 腾云跨风，飞升，太虚。
205801,蔡文姬,塞上吹笛,spell137_1 制兹八拍兮拟排忧，何知曲成兮心转愁。 | spell137_2 悲歌可以当泣，远望可以当归。 | spell138_1 日东月西兮徒相望，不得相随兮空断肠。 | spell138_2 流落异乡愁断肠。 | charDead_57 人生几何时，怀忧终年岁。 | spell137_1 制兹八拍兮拟排忧，何知曲成兮心转愁。 | spell137_2 悲歌可以当泣，远望可以当归。 | spell138_1 日东月西兮徒相望，不得相随兮空断肠。 | spell138_2 流落异乡愁断肠。 | charDead_57 人生几何时，怀忧终年岁。
205802,蔡文姬,雪诉离伤,spell137_1 制兹八拍兮拟排忧，何知曲成兮心转愁。 | spell137_2 悲歌可以当泣，远望可以当归。 | spell138_1 日东月西兮徒相望，不得相随兮空断肠。 | spell138_2 流落异乡愁断肠。 | charDead_57 人生几何时，怀忧终年岁。 | spell137_1 制兹八拍兮拟排忧，何知曲成兮心转愁。 | spell137_2 悲歌可以当泣，远望可以当归。 | spell138_1 日东月西兮徒相望，不得相随兮空断肠。 | spell138_2 流落异乡愁断肠。 | charDead_57 人生几何时，怀忧终年岁。
206401,赵云,虎威将军,spell37_1 能进能退，乃真正法器！ | spell37_2 吾乃常山赵子龙也。 | charDead_5 这，就是失败的滋味儿吗？ | spell37_1 能进能退，乃真正法器！ | spell37_2 吾乃常山赵子龙也。 | spell703_1 南征北战，誓死相随！ | spell703_2 青釭银月，谁与争锋？ | charDead_5 这，就是失败的滋味儿吗？ | spell37_1 能进能退，乃真正法器！ | spell37_2 吾乃常山赵子龙也。 | charDead_5 这，就是失败的滋味儿吗？
206402,赵云,单骑救主,spell37_1 能进能退，乃真正法器！ | spell37_2 吾乃常山赵子龙也。 | charDead_5 这，就是失败的滋味儿吗？ | spell37_1 能进能退，乃真正法器！ | spell37_2 吾乃常山赵子龙也。 | spell703_1 南征北战，誓死相随！ | spell703_2 青釭银月，谁与争锋？ | charDead_5 这，就是失败的滋味儿吗？ | spell37_1 能进能退，乃真正法器！ | spell37_2 吾乃常山赵子龙也。 | charDead_5 这，就是失败的滋味儿吗？
206501,马超,烈火寒芒,spell38_1 全军突击！ | spell38_2 （马蹄声） | charDead_6 （马蹄声） | spell38_1 全军突击！ | spell38_2 （马蹄声） | charDead_6 （马蹄声） | spell38_1 全军突击！ | spell38_2 （马蹄声） | charDead_6 （马蹄声）
206801,甘宁,铁胆游侠,spell57_1 接招吧！ | spell57_2 你的牌太多了！ | charDead_9 二十年后，又是一条好汉。 | spell57_1 接招吧！ | spell57_2 你的牌太多了！ | spell708_1 奋战无惧，展我军威！ | spell708_2 宁上不畏死，众将切莫迟疑！ | charDead_9 二十年后，又是一条好汉。 | spell57_1 接招吧！ | spell57_2 你的牌太多了！ | charDead_9 二十年后，又是一条好汉。
206901,吕蒙,见状明判,LvMengPo_KeJi_01 不是不报，时候未到。 | LvMengPo_KeJi_02 留得青山在，不怕没柴烧。 | LvMengPo_Dead 被看穿了吗？ | LvMengPo_KeJi_01 不是不报，时候未到。 | LvMengPo_KeJi_02 留得青山在，不怕没柴烧。 | LvMengPo_QinXue_01 乐学善思，将勤补拙。 | LvMengPo_QinXue_02 勤学不殆，致诸实用。 | LvMengPo_GongXin_01 料其图谋不轨，此战易得先机。 | LvMengPo_GongXin_02 夺敌心事，摆布于股掌之间。 | LvMengPo_Dead 被看穿了吗？ | LvMengPo_KeJi_01 不是不报，时候未到。 | LvMengPo_KeJi_02 留得青山在，不怕没柴烧。 | LvMengPo_MouDuan_01 当断不断，必受其乱！ | LvMengPo_MouDuan_02 识谋善断，国士之风。 | LvMengPo_Dead 被看穿了吗？
207001,黄盖,献策焚舰,HuangGaiPo_KuRouPo_01 请鞭笞我吧，公瑾！ | HuangGaiPo_KuRouPo_02 赴汤蹈火，在所不辞！ | HuangGaiPo_Dead 失血，过多了。 | HuangGaiPo_KuRouPo_01 请鞭笞我吧，公瑾！ | HuangGaiPo_KuRouPo_02 赴汤蹈火，在所不辞！ | HuangGaiPo_ZhaXiangPo_01 龙旗曳至，引军归降！ | HuangGaiPo_ZhaXiangPo_02 某，侍东吴三朝，竟为小辈所欺！ | HuangGaiPo_Dead 失血，过多了。 | HuangGaiPo_KuRouPo_01 请鞭笞我吧，公瑾！ | HuangGaiPo_KuRouPo_02 赴汤蹈火，在所不辞！ | HuangGaiPo_Dead 失血，过多了。
207002,黄盖,诈降曹营,HuangGaiPo_KuRouPo_01 请鞭笞我吧，公瑾！ | HuangGaiPo_KuRouPo_02 赴汤蹈火，在所不辞！ | HuangGaiPo_Dead 失血，过多了。 | HuangGaiPo_KuRouPo_01 请鞭笞我吧，公瑾！ | HuangGaiPo_KuRouPo_02 赴汤蹈火，在所不辞！ | HuangGaiPo_ZhaXiangPo_01 龙旗曳至，引军归降！ | HuangGaiPo_ZhaXiangPo_02 某，侍东吴三朝，竟为小辈所欺！ | HuangGaiPo_Dead 失血，过多了。 | HuangGaiPo_KuRouPo_01 请鞭笞我吧，公瑾！ | HuangGaiPo_KuRouPo_02 赴汤蹈火，在所不辞！ | HuangGaiPo_Dead 失血，过多了。
207101,周瑜,舞剑助兴,spell55_1 汝等看好了。 | spell55_2 哈哈哈哈！ | spell56_1 挣扎吧，在血和暗的深渊里。 | spell56_2 痛苦吧，在仇与恨的地狱中。 | charDead_12 既生瑜，何生。 | spell55_1 汝等看好了。 | spell55_2 哈哈哈哈！ | spell56_1 挣扎吧，在血和暗的深渊里。 | spell56_2 痛苦吧，在仇与恨的地狱中。 | charDead_12 既生瑜，何生。 | spell55_1 汝等看好了。 | spell55_2 哈哈哈哈！ | spell56_1 挣扎吧，在血和暗的深渊里。 | spell56_2 痛苦吧，在仇与恨的地狱中。 | charDead_12 既生瑜，何生。
207301,陆逊,翩跹君子,LuXun_Qianxun_01 儒生脱尘，不为贪逸淫乐之事。 | LuXun_Qianxun_02 谦谦君子，不饮盗泉之水。 | LuXun_Lianying_01 牌不是万能的，但是没牌是万万不能的。 | LuXun_Lianying_02 旧的不去，新的不来。 | LuXun_Dead 我还是太年轻了。 | LuXun_Qianxun_01 儒生脱尘，不为贪逸淫乐之事。 | LuXun_Qianxun_02 谦谦君子，不饮盗泉之水。 | LuXun_Lianying_01 牌不是万能的，但是没牌是万万不能的。 | LuXun_Lianying_02 旧的不去，新的不来。 | LuXun_Dead 我还是太年轻了。 | LuXun_Qianxun_01 儒生脱尘，不为贪逸淫乐之事。 | LuXun_Qianxun_02 谦谦君子，不饮盗泉之水。 | LuXun_Duoshi_01 国之大计，审势为先。 | LuXun_Duoshi_02 以今日之大势，当行此计。 | LuXun_Dead 我还是太年轻了。
207501,曹操,壮心不已,spell42_1 宁教我负天下人，休教天下人负我！ | spell42_2 吾好梦中杀人！ | spell43_1 魏将何在？ | spell43_2 来人，护驾！ | charDead_15 霸业未成，未成啊！ | spell42_1 宁教我负天下人，休教天下人负我！ | spell42_2 吾好梦中杀人！ | spell43_1 魏将何在？ | spell43_2 来人，护驾！ | charDead_15 霸业未成，未成啊！ | spell42_1 宁教我负天下人，休教天下人负我！ | spell42_2 吾好梦中杀人！ | charDead_15 霸业未成，未成啊！
207701,夏侯惇,拔矢啖睛,XiaHouDun_GangLie_01 鼠辈，竟敢伤我！ | XiaHouDun_GangLie_02 以彼之道，还施彼身！ | XiaHouDun_Dead 两，两边都看不见啦。 | XiaHouDun_GangLie_01 鼠辈，竟敢伤我！ | XiaHouDun_GangLie_02 以彼之道，还施彼身！ | XiaHouDun_QingJian_01 尽忠舍命，重义轻财！ | XiaHouDun_QingJian_02 无功不受禄，散财以犒军。 | XiaHouDun_Dead 两，两边都看不见啦。 | XiaHouDun_GangLie_01 鼠辈，竟敢伤我！ | XiaHouDun_GangLie_02 以彼之道，还施彼身！ | XiaHouDun_Dead 两，两边都看不见啦。
207702,夏侯惇,独眼罗刹,XiaHouDun_GangLie_01 鼠辈，竟敢伤我！ | XiaHouDun_GangLie_02 以彼之道，还施彼身！ | XiaHouDun_Dead 两，两边都看不见啦。 | XiaHouDun_GangLie_01 鼠辈，竟敢伤我！ | XiaHouDun_GangLie_02 以彼之道，还施彼身！ | XiaHouDun_QingJian_01 尽忠舍命，重义轻财！ | XiaHouDun_QingJian_02 无功不受禄，散财以犒军。 | XiaHouDun_Dead 两，两边都看不见啦。 | XiaHouDun_GangLie_01 鼠辈，竟敢伤我！ | XiaHouDun_GangLie_02 以彼之道，还施彼身！ | XiaHouDun_Dead 两，两边都看不见啦。
207801,张辽,风驰电掣,spell44_1 哼，没想到吧？ | spell44_2 拿来吧。 | charDead_18 真的没想到。 | spell44_1 哼，没想到吧？ | spell44_2 拿来吧。 | charDead_18 真的没想到。 | spell44_1 哼，没想到吧？ | spell44_2 拿来吧。 | charDead_18 真的没想到。
207901,许褚,奋力一击,spell50_1 谁来与我大战三百回合！ | spell50_2 脱！ | charDead_19 冷，好冷啊。 | spell50_1 谁来与我大战三百回合！ | spell50_2 脱！ | charDead_19 冷，好冷啊。 | spell50_1 谁来与我大战三百回合！ | spell50_2 脱！ | charDead_19 冷，好冷啊。
208201,华佗,药坛圣手,HuaTuo_JiJiu_01 救人一命，胜造七级浮屠。 | HuaTuo_JiJiu_02 别紧张，有老夫呢。 | HuaTuo_QingNang_01 早睡早起，方能养生。 | HuaTuo_QingNang_02 越老越要补啊。 | HuaTuo_Dead 医者，不能自医啊。 | HuaTuo_JiJiu_01 救人一命，胜造七级浮屠。 | HuaTuo_JiJiu_02 别紧张，有老夫呢。 | HuaTuo_QingNang_01 早睡早起，方能养生。 | HuaTuo_QingNang_02 越老越要补啊。 | HuaTuo_Dead 医者，不能自医啊。 | HuaTuo_JiJiu_01 救人一命，胜造七级浮屠。 | HuaTuo_JiJiu_02 别紧张，有老夫呢。 | HuaTuo_ChuLi_01 药到病除。 | HuaTuo_ChuLi_02 医者父母心。 | HuaTuo_Dead 医者，不能自医啊。
208202,华佗,济世神医,HuaTuo_JiJiu_01 救人一命，胜造七级浮屠。 | HuaTuo_JiJiu_02 别紧张，有老夫呢。 | HuaTuo_QingNang_01 早睡早起，方能养生。 | HuaTuo_QingNang_02 越老越要补啊。 | HuaTuo_Dead 医者，不能自医啊。 | HuaTuo_JiJiu_01 救人一命，胜造七级浮屠。 | HuaTuo_JiJiu_02 别紧张，有老夫呢。 | HuaTuo_QingNang_01 早睡早起，方能养生。 | HuaTuo_QingNang_02 越老越要补啊。 | HuaTuo_Dead 医者，不能自医啊。 | HuaTuo_JiJiu_01 救人一命，胜造七级浮屠。 | HuaTuo_JiJiu_02 别紧张，有老夫呢。 | HuaTuo_ChuLi_01 药到病除。 | HuaTuo_ChuLi_02 医者父母心。 | HuaTuo_Dead 医者，不能自医啊。
209101,王平,街亭出奇,WangPing_FeiJun_1 无当飞军，伐叛乱，镇蛮夷。 | WangPing_FeiJun_2 山地崎岖，也挡不住飞军破势。 | WangPing_BingLue_1 奇略兵速，敌未能料之。 | WangPing_BingLue_2 兵略者，明战胜攻取之数，形机之势，诈谲之变。 | WangPing_Dead 无当飞军，也有困于山林之时。 | WangPing_JiangLue_1 奇谋为短，将略为要。 | WangPing_JiangLue_2 为将者，需有谋略。 | WangPing_Dead 无当飞军，也有困于山林之时。
209201,陆绩,怀橘盼新,spell144_1 袖中怀绿桔，遗母报乳哺。 | spell144_2 情深舐犊，怀着藏橘。 | spell145_1 违失礼仪，则俱非议。 | spell145_2 行遗礼之举，于不敬王者。 | spell146_1 整论四海未泰，修文德以平。 | spell146_2 今论者不务道德怀取之术，而惟尚武，窃所未安。 | charDead_92 恨不能见，车同轨，书同文。
209401,王基,学行坚白,spell273_1 声东击西，敌寇一网成擒！ | spell273_2 吾意不在此地，已遣别部出发。 | spell274_1 建上昶水城，以逼夏口。 | spell274_2 通川聚粮，伐吴之业，当步步为营。 | charDead_94 天下之势，必归大魏，可恨，未能得见哪。
209501,蒯良蒯越,审时入曹,spell150_1 得遇曹公，吾之幸也。 | spell150_2 曹公得荆不喜，喜得吾二人足以。 | spell151_1 深中足智，见时审情。 | spell151_2 数语之言，审时度势。 | charDead_95 表不能善用，所憾也。
209701,卢植,传道受业,LuZhi_MingRen_01 吾之任，君之明举。 | LuZhi_MingRen_02 得义真所救，吾任之必尽瘁以报。 | LuZhi_ZhenLiang_01 贞节贤良，吾之本心。 | LuZhi_ZhenLiang_02 风霜以别草木之性，危乱而见贞良之节。 | LuZhi_Dead 泓泓眸子宿渊亭，不见蛾眉只见经。
209801,陈到,白毦统领,spell157_1 猛将之烈，统帅之所往。 | spell157_2 与子龙忠勇相往，猛烈相合。 | charDead_98 我的白毦兵，再也不能为先帝出力了！
210402,袁术,南方霸主,spell202_1 大汉天下，已半入我手！ | spell202_2 玉玺在手，天下我有！ | spell203_1 我才是皇帝！ | spell203_2 你们都得听我的号令！ | charDead_100 可恶！就差一步了！ | spell202_1 大汉天下，已半入我手！ | spell202_2 玉玺在手，天下我有！ | spell203_1 我才是皇帝！ | spell203_2 你们都得听我的号令！ | charDead_100 可恶！就差一步了！
210403,袁术,僭号天子,spell202_1 大汉天下，已半入我手！ | spell202_2 玉玺在手，天下我有！ | spell203_1 我才是皇帝！ | spell203_2 你们都得听我的号令！ | charDead_100 可恶！就差一步了！ | spell202_1 大汉天下，已半入我手！ | spell202_2 玉玺在手，天下我有！ | spell203_1 我才是皇帝！ | spell203_2 你们都得听我的号令！ | charDead_100 可恶！就差一步了！
228801,法正,睹事知机,FaZheng_EnYuan_01 报之以李，还之以桃。 | FaZheng_EnYuan_02 伤了我，休想全身而退。 | FaZheng_XuanHuo_01 收人钱财，替人消灾。 | FaZheng_XuanHuo_02 哼！叫你十倍奉还！ | FaZheng_Dead 汉室复兴，我，是看不到了。 | FaZheng_EnYuan_01 报之以李，还之以桃。 | FaZheng_EnYuan_02 伤了我，休想全身而退。 | FaZheng_XuanHuo_01 收人钱财，替人消灾。 | FaZheng_XuanHuo_02 哼！叫你十倍奉还！ | FaZheng_Dead 汉室复兴，我，是看不到了。 | FaZheng_EnYuan_01 报之以李，还之以桃。 | FaZheng_EnYuan_02 伤了我，休想全身而退。 | FaZheng_XuanHuo_01 收人钱财，替人消灾。 | FaZheng_XuanHuo_02 哼！叫你十倍奉还！ | FaZheng_Dead 汉室复兴，我，是看不到了。
228802,法正,鹰扬虎视,FaZheng_EnYuan_01 报之以李，还之以桃。 | FaZheng_EnYuan_02 伤了我，休想全身而退。 | FaZheng_XuanHuo_01 收人钱财，替人消灾。 | FaZheng_XuanHuo_02 哼！叫你十倍奉还！ | FaZheng_Dead 汉室复兴，我，是看不到了。 | FaZheng_EnYuan_01 报之以李，还之以桃。 | FaZheng_EnYuan_02 伤了我，休想全身而退。 | FaZheng_XuanHuo_01 收人钱财，替人消灾。 | FaZheng_XuanHuo_02 哼！叫你十倍奉还！ | FaZheng_Dead 汉室复兴，我，是看不到了。 | FaZheng_EnYuan_01 报之以李，还之以桃。 | FaZheng_EnYuan_02 伤了我，休想全身而退。 | FaZheng_XuanHuo_01 收人钱财，替人消灾。 | FaZheng_XuanHuo_02 哼！叫你十倍奉还！ | FaZheng_Dead 汉室复兴，我，是看不到了。
228901,马谡,军略才器,spell236_1 三人成虎，事多有。 | spell236_2 散谣惑敌，不攻自破！ | spell237_1 兵法谙熟于心，取胜千里之外。 | spell237_2 丞相多虑，且看我的。 | charDead_156 败军之罪，万死难赎。 | spell236_1 三人成虎，事多有。 | spell236_2 散谣惑敌，不攻自破！ | spell237_1 兵法谙熟于心，取胜千里之外。 | spell237_2 丞相多虑，且看我的。 | charDead_156 败军之罪，万死难赎。 | spell236_1 三人成虎，事多有。 | spell236_2 散谣惑敌，不攻自破！ | spell237_1 兵法谙熟于心，取胜千里之外。 | spell237_2 丞相多虑，且看我的。 | charDead_156 败军之罪，万死难赎。
228902,马谡,恃才论计,spell236_1 三人成虎，事多有。 | spell236_2 散谣惑敌，不攻自破！ | spell237_1 兵法谙熟于心，取胜千里之外。 | spell237_2 丞相多虑，且看我的。 | charDead_156 败军之罪，万死难赎。 | spell236_1 三人成虎，事多有。 | spell236_2 散谣惑敌，不攻自破！ | spell237_1 兵法谙熟于心，取胜千里之外。 | spell237_2 丞相多虑，且看我的。 | charDead_156 败军之罪，万死难赎。 | spell236_1 三人成虎，事多有。 | spell236_2 散谣惑敌，不攻自破！ | spell237_1 兵法谙熟于心，取胜千里之外。 | spell237_2 丞相多虑，且看我的。 | charDead_156 败军之罪，万死难赎。
229001,徐庶,忠孝侠士,spell705_1 善恶有报，天道轮回。 | spell705_2 早知今日，何必当初。 | spell706_1 既遇明主，天下可图。 | spell706_2 弃武从文，安邦卫国。 | spell707_1 开言纳谏，社稷之福。 | spell707_2 如此如此，敌军自破。 | charDead_159 娘，孩儿不孝，向您请罪。 | spell705_1 善恶有报，天道轮回。 | spell705_2 早知今日，何必当初。 | spell706_1 既遇明主，天下可图。 | spell706_2 弃武从文，安邦卫国。 | spell707_1 开言纳谏，社稷之福。 | spell707_2 如此如此，敌军自破。 | charDead_159 娘，孩儿不孝，向您请罪。
229002,徐庶,济困侠士,spell705_1 善恶有报，天道轮回。 | spell705_2 早知今日，何必当初。 | spell706_1 既遇明主，天下可图。 | spell706_2 弃武从文，安邦卫国。 | spell707_1 开言纳谏，社稷之福。 | spell707_2 如此如此，敌军自破。 | charDead_159 娘，孩儿不孝，向您请罪。 | spell705_1 善恶有报，天道轮回。 | spell705_2 早知今日，何必当初。 | spell706_1 既遇明主，天下可图。 | spell706_2 弃武从文，安邦卫国。 | spell707_1 开言纳谏，社稷之福。 | spell707_2 如此如此，敌军自破。 | charDead_159 娘，孩儿不孝，向您请罪。
229101,吴国太,颐神养寿,spell412_1 男婚女嫁，须当交换文定之物。 | spell412_2 此真乃吾之佳婿也。 | spell413_1 有老身在，汝等尽可放心。 | spell413_2 吾乃吴国之母，何人敢造次？ | charDead_157 卿等，务必用心辅佐仲谋。 | spell412_1 男婚女嫁，须当交换文定之物。 | spell412_2 此真乃吾之佳婿也。 | spell413_1 有老身在，汝等尽可放心。 | spell413_2 吾乃吴国之母，何人敢造次？ | charDead_157 卿等，务必用心辅佐仲谋。 | spell412_1 男婚女嫁，须当交换文定之物。 | spell412_2 此真乃吾之佳婿也。 | spell413_1 有老身在，汝等尽可放心。 | spell413_2 吾乃吴国之母，何人敢造次？ | charDead_157 卿等，务必用心辅佐仲谋。
229103,吴国太,年高德劭,spell412_1 男婚女嫁，须当交换文定之物。 | spell412_2 此真乃吾之佳婿也。 | spell413_1 有老身在，汝等尽可放心。 | spell413_2 吾乃吴国之母，何人敢造次？ | charDead_157 卿等，务必用心辅佐仲谋。 | spell412_1 男婚女嫁，须当交换文定之物。 | spell412_2 此真乃吾之佳婿也。 | spell413_1 有老身在，汝等尽可放心。 | spell413_2 吾乃吴国之母，何人敢造次？ | charDead_157 卿等，务必用心辅佐仲谋。 | spell412_1 男婚女嫁，须当交换文定之物。 | spell412_2 此真乃吾之佳婿也。 | spell413_1 有老身在，汝等尽可放心。 | spell413_2 吾乃吴国之母，何人敢造次？ | charDead_157 卿等，务必用心辅佐仲谋。
229201,凌统,奋威宣勇,LingTong_XuanFeng_01 伤敌于千里之外。 | LingTong_XuanFeng_02 索命于须臾之间。 | LingTong_Dead 大丈夫，不惧死亡。 | LingTong_XuanFeng_01 伤敌于千里之外。 | LingTong_XuanFeng_02 索命于须臾之间。 | LingTong_YongJin_01 急流勇进，覆戈倒甲！ | LingTong_YongJin_02 长缨缚敌，先登夺旗！ | LingTong_Dead 大丈夫，不惧死亡。 | LingTong_XuanLue_01 舍辎简装，袭掠如风！ | LingTong_XuanLue_02 卸甲奔袭，摧枯拉朽！ | LingTong_YongJin_01 急流勇进，覆戈倒甲！ | LingTong_YongJin_02 长缨缚敌，先登夺旗！ | LingTong_Dead 大丈夫，不惧死亡。
229302,徐盛,奋身御前,XuSheng_PoJun_01 大军在此，汝等休想前进一步！ | XuSheng_PoJun_02 敬请养精蓄锐！ | XuSheng_Dead 盛不能奋身出命，不亦辱乎。 | XuSheng_PoJun_01 大军在此，汝等休想前进一步！ | XuSheng_PoJun_02 敬请养精蓄锐！ | XuSheng_Dead 盛不能奋身出命，不亦辱乎。 | XuSheng_YiCheng_01 不怕死，就尽管放马过来！ | XuSheng_YiCheng_02 待末将布下疑城，以退曹贼！ | XuSheng_Dead 盛不能奋身出命，不亦辱乎。
229303,徐盛,万夫莫开,XuSheng_PoJun_01 大军在此，汝等休想前进一步！ | XuSheng_PoJun_02 敬请养精蓄锐！ | XuSheng_Dead 盛不能奋身出命，不亦辱乎。 | XuSheng_PoJun_01 大军在此，汝等休想前进一步！ | XuSheng_PoJun_02 敬请养精蓄锐！ | XuSheng_Dead 盛不能奋身出命，不亦辱乎。 | XuSheng_YiCheng_01 不怕死，就尽管放马过来！ | XuSheng_YiCheng_02 待末将布下疑城，以退曹贼！ | XuSheng_Dead 盛不能奋身出命，不亦辱乎。
229401,曹植,豆萁燃豆,CaoZhi_LuoYing_01 这些都是我的。 | CaoZhi_LuoYing_02 别着急扔，给我就好。 | CaoZhi_JiuShi_01 置酒高殿上，亲友从我游。 | CaoZhi_JiuShi_02 走马行酒醴，驱车布肉鱼。 | CaoZhi_Dead 本是同根生，相煎何太急？ | CaoZhi_LuoYing_01 这些都是我的。 | CaoZhi_LuoYing_02 别着急扔，给我就好。 | CaoZhi_JiuShi_01 置酒高殿上，亲友从我游。 | CaoZhi_JiuShi_02 走马行酒醴，驱车布肉鱼。 | CaoZhi_Dead 本是同根生，相煎何太急？
229402,曹植,洛阳感怀,CaoZhi_LuoYing_01 这些都是我的。 | CaoZhi_LuoYing_02 别着急扔，给我就好。 | CaoZhi_JiuShi_01 置酒高殿上，亲友从我游。 | CaoZhi_JiuShi_02 走马行酒醴，驱车布肉鱼。 | CaoZhi_Dead 本是同根生，相煎何太急？ | CaoZhi_LuoYing_01 这些都是我的。 | CaoZhi_LuoYing_02 别着急扔，给我就好。 | CaoZhi_JiuShi_01 置酒高殿上，亲友从我游。 | CaoZhi_JiuShi_02 走马行酒醴，驱车布肉鱼。 | CaoZhi_Dead 本是同根生，相煎何太急？
229501,张春华,杀人灭口,spell418_1 你的死活，与我何干？ | spell418_2 无来无去，不悔不怨。 | spell419_1 无情者伤人，有情者自伤。 | spell419_2 自损八百，可伤敌一千！ | charDead_161 怎能如此对我？ | spell418_1 你的死活，与我何干？ | spell418_2 无来无去，不悔不怨。 | spell419_1 无情者伤人，有情者自伤。 | spell419_2 自损八百，可伤敌一千！ | spell418_1 你的死活，与我何干？ | spell418_2 无来无去，不悔不怨。 | charDead_161 怎能如此对我？
229601,于禁,讨暴坚垒,YuJin_ZhenJun_01 诸君严整，敌军自乱！ | YuJin_ZhenJun_02 安营驻寨，严守城防！ | YuJin_Dead 忍辱偷生，无颜以面丞相厚恩！ | YuJin_ZhenJun_01 诸君严整，敌军自乱！ | YuJin_ZhenJun_02 安营驻寨，严守城防！ | YuJin_Dead 忍辱偷生，无颜以面丞相厚恩！ | YuJin_JieYue_01 不动如泰山！ | YuJin_JieYue_02 纪法严明，无懈可击！ | YuJin_Dead 忍辱偷生，无颜以面丞相厚恩！
229602,于禁,守执节义,YuJin_ZhenJun_01 诸君严整，敌军自乱！ | YuJin_ZhenJun_02 安营驻寨，严守城防！ | YuJin_Dead 忍辱偷生，无颜以面丞相厚恩！ | YuJin_ZhenJun_01 诸君严整，敌军自乱！ | YuJin_ZhenJun_02 安营驻寨，严守城防！ | YuJin_Dead 忍辱偷生，无颜以面丞相厚恩！ | YuJin_JieYue_01 不动如泰山！ | YuJin_JieYue_02 纪法严明，无懈可击！ | YuJin_Dead 忍辱偷生，无颜以面丞相厚恩！
229701,陈宫,下邳受戮,spell405_1 如此，霸业可图矣。 | spell405_2 如此，一击可擒矣。 | spell406_1 若吾早知如此。 | spell406_2 如今之际，唯有退守，再做决断！ | charDead_153 请出就戮！ | spell405_1 如此，霸业可图矣。 | spell405_2 如此，一击可擒矣。 | spell406_1 若吾早知如此。 | spell406_2 如今之际，唯有退守，再做决断！ | charDead_153 请出就戮！
229801,高顺,骁勇忠烈,spell403_1 攻无不克，战无不胜！ | spell403_2 破阵斩将，易如反掌！ | spell404_1 避嫌远疑，所以无误。 | spell404_2 贬酒阙色，所以无污。 | charDead_152 生死有命。 | spell403_1 攻无不克，战无不胜！ | spell403_2 破阵斩将，易如反掌！ | spell404_1 避嫌远疑，所以无误。 | spell404_2 贬酒阙色，所以无污。 | charDead_152 生死有命。
229802,高顺,攻无不克,spell403_1 攻无不克，战无不胜！ | spell403_2 破阵斩将，易如反掌！ | spell404_1 避嫌远疑，所以无误。 | spell404_2 贬酒阙色，所以无污。 | charDead_152 生死有命。 | spell403_1 攻无不克，战无不胜！ | spell403_2 破阵斩将，易如反掌！ | spell404_1 避嫌远疑，所以无误。 | spell404_2 贬酒阙色，所以无污。 | charDead_152 生死有命。
229901,关兴张苞,满门忠烈,XinGuanXingZhangBao_XinFuHun_01 匡扶汉室，重任在肩！ | XinGuanXingZhangBao_XinFuHun_02 将门虎子，承我父志！ | XinGuanXingZhangBao_WuSheng_01 一夫当关，万夫莫当！ | XinGuanXingZhangBao_WuSheng_02 将帅讲武，万邦为宪。 | XinGuanXingZhangBao_PaoXiao_01 喝啊！ | XinGuanXingZhangBao_PaoXiao_02 咆者骁勇，哮者威烈。 | XinGuanXingZhangBao_Dead 未能手刃仇敌，愧对先父！ | XinGuanXingZhangBao_XinFuHun_01 匡扶汉室，重任在肩！ | XinGuanXingZhangBao_XinFuHun_02 将门虎子，承我父志！ | XinGuanXingZhangBao_WuSheng_01 一夫当关，万夫莫当！ | XinGuanXingZhangBao_WuSheng_02 将帅讲武，万邦为宪。 | XinGuanXingZhangBao_PaoXiao_01 喝啊！ | XinGuanXingZhangBao_PaoXiao_02 咆者骁勇，哮者威烈。 | XinGuanXingZhangBao_Dead 未能手刃仇敌，愧对先父！
